web-scraper-order,web-scraper-start-url,link-uhr-detail,link-uhr-detail-href,nexpage,nexpage-href,link-product-detail,link-product-detail-href,name,Size,description,preis
"1561328994-1","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p562_Eble--Fuenflaub-22cm--85990000.html","Fünflaub 22cm","null","Height = 8,5''<br><br>Quarz movement<br>Five leaves are decorating the lovely carving<br>10 different melodies which are changing each hour<br>Automatic night time shut off","59,99"
"1561329811-130","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21500_Trenkle--Filz-mit-Bollenhueten-41cm--3054-Q.html","","","","","Filz mit Bollenhüten 41cm","Height x Width = 41 x 27cm","Height x Width = 41 x 27cm<br>Front covered with felt and embroidered Black Forest hats<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Wooden weights<br>Wooden hands","206,00"
"1561329272-57","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p11741_Engstler--Fachwerkhaus-24cm--416-Q.html","Fachwerkhaus 24cm","null","Hight x Width = 24 x 27cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","135,00"
"1561329281-61","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p11892_AMS--Flying-Bird--7391.html","Flying Bird","null","Hight x Width x Depth = 34 x 30 x 10cm<br><br>Battery driven quarz movement with a cuckoos call<br>Shut off lever<br>The cuckoo comes out while he is calling<br>Wooden case white and black laquered<br>White hands","107,10"
"1561329641-119","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p20625_Eble--Heidi-Haus-25cm--60820000.html","","","","","Heidi Haus 25cm","null","Height x Width = 25 x 20cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Wooden hands","94,90"
"1561329138-22","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p2662_Engstler--Eichhoernchen-38cm--533-Q.html","Eichhörnchen 38cm","null","Hight = 38cm<br><br>Solid wood<br>Hand made<br><br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor","147,00"
"1561329472-108","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p19989_Engstler--Chalet-21cm--461-Q.html","","","","","Chalet 21cm","Height x Width = 21 x 25cm","Height x Width = 21 x 25cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Hand made<br>Hand shingeld roof","145,00"
"1561329236-41","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p8959_Engstler--Bayernhaus-29cm--447-QMT-HG.html","Bayernhaus 29cm","null","Hight x Wifth = 29 x 37cm<br><br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden weights<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Wooden hands<br>Hand carved figurines<br>Shut off lever","299,00"
"1561329363-94","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p18607_Engstler--Schwarzwaldhaus-25cm--432-Q.html","","","","","Schwarzwaldhaus 25cm","null","Height x Width = 25 x 25cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Wooden hands","144,00"
"1561329859-134","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21517_Trenkle--Erzgebirge-25cm--4272-QM-HZZG.html","","","","","Erzgebirge 25cm","Height x Width = 25 x 21cm","Height x Width = 25 x 21cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Wooden weights<br>Wooden hands","206,00"
"1561329274-58","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p11879_Trenkle--Haensel---Gretel-23cm--501-QM.html","Hänsel & Gretel 23cm","null","Height x Width = 23 x 21cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden hands","170,00"
"1561329318-73","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p14796_Engstler--Dreivogel-30cm--630-Q.html","Dreivogel 30cm","null","Height x Width = 30 x 20cm<br><br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Shut off lever<br>Automatic night time shut off with light sensor","125,00"
"1561329258-50","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p9692_Engstler--Schwarzwaldhaus-27cm--443-Q.html","Schwarzwaldhaus 27cm","null","Hight x Width = 27 x 31cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","168,00"
"1561329188-27","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p3699_Trenkle--Haensel---Gretel-24cm--466-Q.html","Hänsel & Gretel 24cm","null","Hight x Wifth = 24 x 21cm<br><br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br><br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden hands","148,00"
"1561329302-65","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p14164_Engstler--Schwarzwaldhaus-25cm--453-Q.html","Schwarzwaldhaus 25cm","null","Height x Width = 25 x 27cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","173,00"
"1561329878-136","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21580_Trenkle--Almhaus-Wanderer-46cm--4267-QMT-HZZG.html","","","","","Almhaus Wanderer 46cm","Height x Width = 46 x 46cm","Height x Width = 46 x 46cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Wooden weights<br>Wooden hands","494,00"
"1561329264-53","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p11655_Engstler--Modern-style-42cm--532-5-14-Q.html","Modern style 42cm","null","Hight x Width = 42 x 24cm<br><br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","137,00"
"1561329215-31","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p6212_AMS-7287.html","AMS 7287","null","Height x Width = 39 x 20cm<br><br>Quarz movement with pendulum<br>A cuckoo's call each full hour<br>Automatic night time shut off<br>Wooden case anthracite lacquered","107,10"
"1561329350-88","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p17693_Trenkle--Brotzeit-22cm--4222-QM.html","Brotzeit 22cm","null","Height x Width = 22 x 27cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Wooden hands","218,00"
"1561329093-9","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p500_Engstler--Fuenflaub-35cm--532-Q.html","Fünflaub 35cm","null","Height = 13,75''<br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br><br>Five leaves are decorating the lovely carving.","113,00"
"1561329346-86","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p17272_Trenkle--Schwarzwaldhaus-20cm--4226-QM.html","Schwarzwaldhaus 20cm","null","Height x Width = 20 x 19cm<br><br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Wooden hands","138,00"
"1561329320-74","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p16823_Engstler--Schwarzwaldhaus-50cm--48912-QMT.html","Schwarzwaldhaus 50cm","null","Height x Width = 50 x 50cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","492,00"
"1561329314-71","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p14397_Trenkle--Wanderer-31cm--4216-QM.html","Wanderer 31cm","null","Height x Width = 31 x 26cm<br><br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden hands","217,00"
"1561329457-107","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p19990_Engstler--Heidi-s-Chalet-21cm--4053-Q.html","","","","","Heidi's Chalet 21cm","Height x Width = 21 x 26cm","Height x Width = 21 x 26cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof","114,00"
"1561329488-109","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p20002_Trenkle--Pinocchio-34cm--4258-QMT-HZZG.html","","","","","Pinocchio 34cm","Height x Width = 34 x 43cm","Height x Width = 34 x 43cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Wooden weights<br>Wooden hands","414,00"
"1561329442-106","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p19846_Trenkle--Heidihaus-33cm--4248-QM.html","","","","","Heidihaus 33cm","null","Height x Width = 33 x 23cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Wooden hands","138,00"
"1561329217-32","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p6211_AMS-7286.html","AMS 7286","null","Height x Width = 39 x 20cm<br><br>Quarz movement with pendulum<br>A cuckoo's call each full hour<br>Automatic night time shut off<br>Wooden case white lacquered","107,10"
"1561329213-30","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p3778_Eble--Bemalt-22cm--85990001.html","Bemalt 22cm","null","Height = 8,5''<br><br>Quarz movement<br>Five leaves are decorating the lovely carving<br>Hand painted<br>10 different melodies which are changing each hour<br>Automatic night time shut off<br>Packed in an extravagant","69,99"
"1561329334-80","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p17265_Engstler--Schwarzwaldhaus-41cm--48110-QMT-HG.html","Schwarzwaldhaus 41cm","null","Height x Width = 41 x 40cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Wooden hands","359,00"
"1561329260-51","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p11632_Engstler--Holzhacker-30cm--4901-QMT.html","Holzhacker 30cm","null","Hight x Width = 30 x 32cm<br><br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>To the music the wood chopper is moving his arm and the mill wheel is rotating<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","291,00"
"1561329140-23","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p2661_Engstler--Eichenlaub-26cm--436-Q.html","Eichenlaub 26cm","null","Hight = 26cm<br><br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","123,00"
"1561329204-28","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p3698_Trenkle--Schwarzwaldhaus-22cm--459-Q.html","Schwarzwaldhaus 22cm","null","Hight x Wifth = 22 x 26cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br><br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden hands","152,00"
"1561329256-49","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p9489_Trenkle--Schwarzwaldhaus-31cm--478-QM-HZZG.html","Schwarzwaldhaus 31cm","Hight x Width = 31 x 33cm","Hight x Width = 31 x 33cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden hands","253,00"
"1561329330-78","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p16855_Engstler--5-Laub-bemalt-25cm--522-21-Q.html","5-Laub bemalt 25cm","null","Height x Width = 25 x 17cm<br><br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","96,00"
"1561329411-104","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p19522_Trenkle--Hirschkopf-26cm--360-20-QM-BRAUN.html","","","","","Hirschkopf 26cm","null","Height x Width = 26 x 18cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Hand made<br>Wooden weights","136,00"
"1561329130-18","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p2207_Trenkle--Musikanten-26cm--451-Q-HZZG.html","Musikanten 26cm","null","Hight x Wifth = 26 x 27cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br><br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden weights<br>Holzzeiger","170,00"
"1561329124-15","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p2177_Trenkle--Tanzgruppe-27cm--448-QT-HZZG.html","Tanzgruppe 27cm","null","Hight x Width = 27 x 27cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","187,00"
