web-scraper-order,web-scraper-start-url,link-uhr-detail,link-uhr-detail-href,nexpage,nexpage-href,link-product-detail,link-product-detail-href,name,Size,description,preis
"1561329322-75","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p16824_Engstler--Schwarzwaldhaus-Natur-31cm--444-22-Q.html","Schwarzwaldhaus Natur 31cm","null","Height x Width = 31 x 28cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","148,00"
"1561329595-116","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p20131_Trenkle--Schwarzwaldhaus-52cm--4260-QMT-HZZG.html","","","","","Schwarzwaldhaus 52cm","Height x Width = 52 x 39cm","Height x Width = 52 x 39cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Dancing figurines<br>Wooden weights<br>Wooden hands<br>To the music the wood chopper is moving his arm and the mill wheel is rotating","478,00"
"1561329238-42","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p8957_Engstler--Fachwerkhaus-30cm--40910-Q.html","Fachwerkhaus 30cm","null","Hight x Wifth = 30 x 31cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Wooden hands<br>Hand carved figurines<br>Shut off lever","190,00"
"1561329365-95","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p18613_Engstler--Biertrinker-34cm--48717-QMT.html","","","","","Biertrinker 34cm","null","Height x Width = 34 x 35cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Wooden hands<br>To the music the beer drinkers are moving their arms and the mill wheel is rotating","330,00"
"1561329211-29","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p3697_Trenkle--Musikanten-21cm--458-Q.html","Musikanten 21cm","null","Hight x Wifth = 21 x 22cm<br><br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br><br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden hands","135,00"
"1561329278-60","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p11893_AMS--Modern-Cuckoo--7395.html","Modern Cuckoo","null","Hight x Width x Depth = 18 x 23 x 10cm<br><br>Battery driven quarz movement with a cuckoos call<br>Shut off lever<br>The cuckoo comes out while he is calling<br>Wall or table clock<br>Wooden case white and green laquered<br>Green hands","107,10"
"1561329503-110","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p20001_Trenkle--Wanderer-30cm--4254-QM.html","","","","","Wanderer 30cm","Height x Width = 30 x 29cm","Height x Width = 30 x 29cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Wooden weights<br>Wooden hands","234,00"
"1561329266-54","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p11716_Engstler--Schwarzwaldhaus-35cm--484-QMT.html","Schwarzwaldhaus 35cm","null","Hight x Width = 35 x 35cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>To the music the wood chopper is moving his arm and the mill wheel is rotating<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","312,00"
"1561329226-36","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p7095_Trenkle--Fachwerkhaus-30cm--468-QM-HZZG.html","Fachwerkhaus 30cm","Hight x Wifth = 30 x 28cm","Hight x Wifth = 30 x 28cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>To the music the wood chopper is moving his arm and the mill wheel is rotating<br><br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden weights<br>Wooden hands","246,00"
"1561329672-121","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21426_Engstler--Schwarzwaldhaus-41cm--48115-QMT.html","","","","","Schwarzwaldhaus 41cm","Height x Width = 41 x 38cm","Height x Width = 41 x 38cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Wooden hands<br>To the music the Black Forest Lady moves the rolling pin and the mill wheel is rotating","362,00"
"1561329534-112","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p20032_Trenkle--Pinocchio-24cm--4251-QM.html","","","","","Pinocchio 24cm","Height x Width = 24 x 20cm","Height x Width = 24 x 20cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Wooden hands","177,00"
"1561329122-14","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p1623_Eble--Fuenflaub-30cm--55400000.html","Fünflaub 30cm","null","Height = 12''<br><br>Quartz movement<br>Five leaves are decorating the lovely carving<br>12 different melodies which are changing each hour<br>Automatic night time shut off<br>Shut off lever for music or cuckoo sound<br>Packed in an extravagant gift packaging","69,99"
"1561329254-48","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p9140_Engstler--Tannenwald-44cm--499-QMT.html","Tannenwald 44cm","null","Hight x Width = 44 x 41cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>To the music the wood chopper is moving his arm and the mill wheel is rotating<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden weights<br>Wooden hands","406,00"
"1561329252-47","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p9139_Engstler--Schwarzwaldhaus-41cm--4815-QMT.html","Schwarzwaldhaus 41cm","null","Hight x Width = 41 x 40cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>While the music is playing the rocking horse is moving<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden weights<br>Wooden hands","375,00"
"1561329142-24","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p3606_Engstler--Bernhardiner-33cm--403-Q.html","Bernhardiner 33cm","null","Hight x Wifth = 33 x 25cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","139,00"
"1561329749-126","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21488_Trenkle--Samt-41cm--3057-Q.html","","","","","Samt 41cm","Height x Width = 41 x 27cm","Height x Width = 41 x 27cm<br>Front covered with black velvet and embroidery<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Waterfall sound and echo in back while cuckoo's call<br>Wooden weights<br>Wooden hands","206,00"
"1561329703-123","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21466_Trenkle--Erzgebirge-Fachwerkhaus-29cm--4274-QM-HZZG.html","","","","","Erzgebirge Fachwerkhaus 29cm","Height x Width = 29 x 24cm","Height x Width = 29 x 24cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Wooden weights<br>Wooden hands","238,00"
"1561329380-102","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p18906_Trenkle--Blockhaus-20cm--456-Q.html","","","","","Blockhaus 20cm","null","Height x Width = 20 x 20cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Hand made<br>Wooden hands","125,00"
"1561329091-8","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p502_Engstler--Dreivogel-35cm--632-Q.html","Dreivogel 35cm","null","Hight = 35cm<br><br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br><br>Three hand-carved birds decorate this classic wood-carving. This motif was one of the very first ones, when the cuckoo clock was invented in 1738.","124,00"
"1561329296-62","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p11890_AMS--Flying-Bird--7389.html","Flying Bird","null","Hight x Width x Depth = 34 x 30 x 10cm<br><br>Battery driven quarz movement with a cuckoos call<br>Shut off lever<br>The cuckoo comes out while he is calling<br>Wooden case white and green laquered<br>White hands","107,10"
"1561329657-120","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21331_Eble--Heidi-Haus-II-25cm--60830000.html","","","","","Heidi Haus II 25cm","Height x Width = 25 x 20cm","Height x Width = 25 x 20cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Wooden hands","94,90"
"1561329342-84","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p17275_Trenkle--Dreivogel-26cm--372-QM.html","Dreivogel 26cm","null","Height x Width = 26 x 17cm<br><br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Hand made<br>Wooden hands","120,00"
"1561329338-82","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p17269_Engstler--Schwarzwaldhaus-31cm--444-7-Q.html","Schwarzwaldhaus 31cm","null","Height x Width = 31 x 24<br><br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof","146,00"
"1561329857-133","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21518_Trenkle--Holzhacker-34cm--4276-QM-HZZG.html","","","","","Holzhacker 34cm","Height x Width = 34 x 27cm","Height x Width = 34 x 27cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Wooden weights<br>Wooden hands<br>To the music the wood chopper is moving his arm and the mill wheel is rotating","286,00"
"1561329115-13","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p495_Engstler--Eichhoernchen-22cm--622-Q.html","Eichhörnchen 22cm","null","Height = 8,5''<br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br><br>Two squirrels are sitting facing one another and are watching the time","96,00"
"1561329687-122","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","https://www.uhren-park.de/product_info.php/info/p21456_Engstler--Chalet-21cm--485-Q.html","","","","","Chalet 21cm","Height x Width = 21 x 27cm","Height x Width = 21 x 27cm<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Automatic night time shut off with light sensor<br>Waterfall sound and echo in back while cuckoo's call<br>Solid wood<br>Hand made<br>Hand shingeld roof","143,00"
"1561329220-33","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p6301_Engstler--Tannengruppe-24cm--409-Q.html","Tannengruppe 24cm","null","Hight x Wifth = 24 x 31cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","175,00"
"1561329352-89","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p18364_Trenkle--Honigbaer-28cm--4201-QM.html","Honigbär 28cm","null","Height x Width = 28 x 23cm<br><br>Black Forest house<br>Hand made<br>Handcarved grislies<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden hands","221,00"
"1561329060-6","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p506_Engstler--Dreivogel-40cm--638-Q.html","Dreivogel 40cm","null","Height = 16''<br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br><br>Three hand-carved birds decorate this classic wood-carving. This motif was one of the very first ones, when the cuckoo clock was invented in 1738.","146,00"
"1561329228-37","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p8835_Eble--Fachwerkhaus-24cm--60810000.html","Fachwerkhaus 24cm","null","Hight x Width = 24 x 20cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden hands","89,90"
"1561329298-63","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p14147_Engstler--Fachwerk-hell-26cm--452-Q.html","Fachwerk hell 26cm","null","Height x Width = 26 x 26cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor","162,00"
"1561329306-67","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p14204_Engstler--Schwarzwaldhaus-42cm--4512-QMT.html","Schwarzwaldhaus 42cm","null","Height x Width = 42 x 38cm<br><br>Black Forest house<br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Dancing figurines<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden hands","306,00"
"1561329245-44","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p9051_Trenkle--Bavaria-20cm--485-QM.html","Bavaria 20cm","null","Hight x Wifth = 20 x 22cm<br><br>Solid wood<br>Hand made<br>Hand shingeld roof<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden hands","166,00"
"1561329075-7","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","3","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/3","","https://www.uhren-park.de/product_info.php/info/p505_Engstler--Schwarzwaldhaus-29cm--429-Q.html","Schwarzwaldhaus 29cm","null","Height = 11''<br>Black Forest house<br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br><br>Detailed crafted model with children figurines, bambi and fir","129,00"
"1561329312-70","https://www.uhren-park.de/index.php/cat/c1_Kuckucksuhren.html#page=1&filter[15]=60&products_sorter=0&perpage_selector=48&shipping=0&minimumPrice=59&maximumPrice=500","","","2","https://www.uhren-park.de/index.php/callfrom/ajax/filters/filter%255B15%255D%3D60%26products_sorter%3D0%26shipping%3D0%26/minimumPrice/59/maximumPrice/500/maxPerPage/48/cat/c1_Kuckucksuhren.html/page/2","","https://www.uhren-park.de/product_info.php/info/p14393_Trenkle--Biertrinker-30cm--4215-QM.html","Biertrinker 30cm","null","Height x Width = 30 x 26cm<br><br>Solid wood<br>Hand made<br>Quarz mechanism<br>Cuckoo call to each full hour<br>Music work with 12 melodies<br>Waterfall sound and echo in back while cuckoo's call<br>Automatic night time shut off with light sensor<br>Wooden hands","214,00"
